"Step","train_75_doubledt - val_loss_unroll1_step","train_75_doubledt - val_loss_unroll1_step__MIN","train_75_doubledt - val_loss_unroll1_step__MAX","train_75 - val_loss_unroll1_step","train_75 - val_loss_unroll1_step__MIN","train_75 - val_loss_unroll1_step__MAX"
"1941","","","","0.000008645954949315637","0.000008645954949315637","0.000008645954949315637"
"1942","","","","0.000011170656762260478","0.000011170656762260478","0.000011170656762260478"
"1943","","","","0.000015311061360989697","0.000015311061360989697","0.000015311061360989697"
"1945","","","","0.000010717234545154497","0.000010717234545154497","0.000010717234545154497"
"1947","","","","0.000010923824447672814","0.000010923824447672814","0.000010923824447672814"
"1948","0.00013356904673855752","0.00013356904673855752","0.00013356904673855752","0.000009834946467890404","0.000009834946467890404","0.000009834946467890404"
"1949","0.00008328329568030313","0.00008328329568030313","0.00008328329568030313","0.000010740945072029717","0.000010740945072029717","0.000010740945072029717"
"1950","0.00004859584441874176","0.00004859584441874176","0.00004859584441874176","0.000009281000529881567","0.000009281000529881567","0.000009281000529881567"
"1951","","","","0.000009495521226199344","0.000009495521226199344","0.000009495521226199344"
"1952","0.00005746337410528213","0.00005746337410528213","0.00005746337410528213","","",""
"1953","","","","0.000008625571354059502","0.000008625571354059502","0.000008625571354059502"
"1954","0.00006033094541635364","0.00006033094541635364","0.00006033094541635364","0.000008907282790460158","0.000008907282790460158","0.000008907282790460158"
"1955","0.0000545594266441185","0.0000545594266441185","0.0000545594266441185","0.000008486919796268921","0.000008486919796268921","0.000008486919796268921"
"1956","0.00005123601295053959","0.00005123601295053959","0.00005123601295053959","0.000008160051038430538","0.000008160051038430538","0.000008160051038430538"
"1957","0.00005890768807148561","0.00005890768807148561","0.00005890768807148561","","",""
"1959","","","","0.000007443848517141305","0.000007443848517141305","0.000007443848517141305"
"1960","0.00006462476449087262","0.00006462476449087262","0.00006462476449087262","0.000007989940058905631","0.000007989940058905631","0.000007989940058905631"
"1961","0.00005954411608399823","0.00005954411608399823","0.00005954411608399823","","",""
"1962","0.000060474594647530466","0.000060474594647530466","0.000060474594647530466","","",""
"1963","0.00006819815462222323","0.00006819815462222323","0.00006819815462222323","0.000007576103598694317","0.000007576103598694317","0.000007576103598694317"
"1964","","","","0.00000706755736246123","0.00000706755736246123","0.00000706755736246123"
"1965","","","","0.000007387661753455177","0.000007387661753455177","0.000007387661753455177"
"1966","0.00012263104144949466","0.00012263104144949466","0.00012263104144949466","0.00000703294108461705","0.00000703294108461705","0.00000703294108461705"
"1967","0.00008198089199140668","0.00008198089199140668","0.00008198089199140668","0.000006988817403907888","0.000006988817403907888","0.000006988817403907888"
"1968","","","","0.000007159478627727367","0.000007159478627727367","0.000007159478627727367"
"1969","","","","0.000007140713478293037","0.000007140713478293037","0.000007140713478293037"
"1970","0.00004569820885080844","0.00004569820885080844","0.00004569820885080844","0.000006840848982392345","0.000006840848982392345","0.000006840848982392345"
"1971","0.000050937527703354135","0.000050937527703354135","0.000050937527703354135","0.0000068709337028849404","0.0000068709337028849404","0.0000068709337028849404"
"1972","0.000050042785005643964","0.000050042785005643964","0.000050042785005643964","","",""
"1973","0.00004471625288715586","0.00004471625288715586","0.00004471625288715586","0.000006654362550762016","0.000006654362550762016","0.000006654362550762016"
"1974","0.000052909424994140863","0.000052909424994140863","0.000052909424994140863","0.000007121147973521147","0.000007121147973521147","0.000007121147973521147"
"1975","0.000044042462832294405","0.000044042462832294405","0.000044042462832294405","","",""
"1976","0.000047374687710544094","0.000047374687710544094","0.000047374687710544094","0.000007055677542666672","0.000007055677542666672","0.000007055677542666672"
"1977","0.000050896334869321436","0.000050896334869321436","0.000050896334869321436","","",""
"1978","0.00004267521217116155","0.00004267521217116155","0.00004267521217116155","","",""
"1979","","","","0.000011427395293139853","0.000011427395293139853","0.000011427395293139853"
"1980","0.000051554870879044756","0.000051554870879044756","0.000051554870879044756","0.00002948232213384472","0.00002948232213384472","0.00002948232213384472"
"1981","0.000048171023081522435","0.000048171023081522435","0.000048171023081522435","0.000021315921912901103","0.000021315921912901103","0.000021315921912901103"
"1983","0.00005615436748485081","0.00005615436748485081","0.00005615436748485081","","",""
"1986","0.000040398052078671753","0.000040398052078671753","0.000040398052078671753","","",""
"1987","0.00004226217424729839","0.00004226217424729839","0.00004226217424729839","","",""
"1988","0.00004881067434325814","0.00004881067434325814","0.00004881067434325814","","",""
"1989","0.00004560681918519549","0.00004560681918519549","0.00004560681918519549","","",""
"2946","0.00006178175681270659","0.00006178175681270659","0.00006178175681270659","","",""
"2947","0.00004276175604900345","0.00004276175604900345","0.00004276175604900345","","",""
"2948","0.000037849800719413906","0.000037849800719413906","0.000037849800719413906","","",""
"2949","0.000023874721591710113","0.000023874721591710113","0.000023874721591710113","","",""
"2950","0.00002532164944568649","0.00002532164944568649","0.00002532164944568649","","",""
"2951","0.000027001366106560454","0.000027001366106560454","0.000027001366106560454","","",""
"2953","0.00003420237771933898","0.00003420237771933898","0.00003420237771933898","","",""
"2954","0.00003047528662136756","0.00003047528662136756","0.00003047528662136756","","",""
"2956","0.00003107749216724187","0.00003107749216724187","0.00003107749216724187","","",""
"2957","0.000028508875402621925","0.000028508875402621925","0.000028508875402621925","","",""
"2958","0.000026625346436048858","0.000026625346436048858","0.000026625346436048858","","",""
"2959","0.00003278941585449502","0.00003278941585449502","0.00003278941585449502","","",""
"2960","0.00002849625343515072","0.00002849625343515072","0.00002849625343515072","","",""
"2961","0.00003032190397789236","0.00003032190397789236","0.00003032190397789236","","",""
"2962","0.000033289128623437136","0.000033289128623437136","0.000033289128623437136","","",""
"2963","0.00003043620745302178","0.00003043620745302178","0.00003043620745302178","","",""
"2964","0.00003554388240445405","0.00003554388240445405","0.00003554388240445405","","",""
"2965","0.00003070681123062968","0.00003070681123062968","0.00003070681123062968","","",""
"2967","0.00004694259405368939","0.00004694259405368939","0.00004694259405368939","","",""
"2968","0.00002695688817766495","0.00002695688817766495","0.00002695688817766495","","",""
"2969","0.00003143226058455184","0.00003143226058455184","0.00003143226058455184","","",""
"2971","0.00005752237484557554","0.00005752237484557554","0.00005752237484557554","","",""
"2972","0.0000463520955236163","0.0000463520955236163","0.0000463520955236163","","",""
"2974","0.00004005313530797139","0.00004005313530797139","0.00004005313530797139","","",""
"2976","0.000037798752600792795","0.000037798752600792795","0.000037798752600792795","","",""
"2977","0.000029805452868458815","0.000029805452868458815","0.000029805452868458815","","",""
"2978","0.00003421451765461825","0.00003421451765461825","0.00003421451765461825","","",""
"2981","0.000027864842195413075","0.000027864842195413075","0.000027864842195413075","","",""
"2983","0.000017699338059173897","0.000017699338059173897","0.000017699338059173897","","",""
"2985","0.000018766986613627523","0.000018766986613627523","0.000018766986613627523","","",""
"2987","0.00004090663423994556","0.00004090663423994556","0.00004090663423994556","","",""
"2988","0.0000344717045663856","0.0000344717045663856","0.0000344717045663856","","",""
"3887","","","","0.000024025299353525043","0.000024025299353525043","0.000024025299353525043"
"3888","","","","0.00002313812728971243","0.00002313812728971243","0.00002313812728971243"
"3889","","","","0.000026526295187068172","0.000026526295187068172","0.000026526295187068172"
"3890","","","","0.000023358095859293826","0.000023358095859293826","0.000023358095859293826"
"3891","","","","0.000021490304789040238","0.000021490304789040238","0.000021490304789040238"
"3892","","","","0.000021135725546628237","0.000021135725546628237","0.000021135725546628237"
"3893","","","","0.000020309800675022416","0.000020309800675022416","0.000020309800675022416"
"3895","","","","0.000021431726054288447","0.000021431726054288447","0.000021431726054288447"
"3896","","","","0.000022050246116123162","0.000022050246116123162","0.000022050246116123162"
"3898","","","","0.00002252719787065871","0.00002252719787065871","0.00002252719787065871"
"3899","","","","0.0000216360258491477","0.0000216360258491477","0.0000216360258491477"
"3900","","","","0.000022982798327575438","0.000022982798327575438","0.000022982798327575438"
"3901","","","","0.000022013446141500026","0.000022013446141500026","0.000022013446141500026"
"3902","","","","0.000021892066797590815","0.000021892066797590815","0.000021892066797590815"
"3903","","","","0.00002255870094813872","0.00002255870094813872","0.00002255870094813872"
"3904","","","","0.00002112795482389629","0.00002112795482389629","0.00002112795482389629"
"3905","","","","0.000022695572624797933","0.000022695572624797933","0.000022695572624797933"
"3906","","","","0.000021846804884262383","0.000021846804884262383","0.000021846804884262383"
"3907","","","","0.00002105432577081956","0.00002105432577081956","0.00002105432577081956"
"3909","","","","0.000022327440092340112","0.000022327440092340112","0.000022327440092340112"
"3910","","","","0.000021309724616003223","0.000021309724616003223","0.000021309724616003223"
"3911","","","","0.000022086454919190146","0.000022086454919190146","0.000022086454919190146"
"3913","","","","0.000021776997527922504","0.000021776997527922504","0.000021776997527922504"
"3914","","","","0.0000225177027459722","0.0000225177027459722","0.0000225177027459722"
"3916","","","","0.000021944422769593075","0.000021944422769593075","0.000021944422769593075"
"3918","","","","0.00002177102396672126","0.00002177102396672126","0.00002177102396672126"
"3919","","","","0.000022636051653535105","0.000022636051653535105","0.000022636051653535105"
"3920","","","","0.000022965119569562376","0.000022965119569562376","0.000022965119569562376"
"3923","","","","0.000022727086616214365","0.000022727086616214365","0.000022727086616214365"
"3925","","","","0.00002312141441507265","0.00002312141441507265","0.00002312141441507265"
"3927","","","","0.00002296029924764298","0.00002296029924764298","0.00002296029924764298"
"3929","","","","0.0000202389492187649","0.0000202389492187649","0.0000202389492187649"
"3930","","","","0.0000317465492116753","0.0000317465492116753","0.0000317465492116753"
"3936","","","","0.00004477133916225284","0.00004477133916225284","0.00004477133916225284"
"3937","","","","0.000044708205678034574","0.000044708205678034574","0.000044708205678034574"
"3938","","","","0.000037826008338015527","0.000037826008338015527","0.000037826008338015527"
"3940","","","","0.00003311657201265916","0.00003311657201265916","0.00003311657201265916"
"3941","","","","0.000029553641070378944","0.000029553641070378944","0.000029553641070378944"
"3944","","","","0.000026411951694171876","0.000026411951694171876","0.000026411951694171876"
"3945","","","","0.000026904879632638767","0.000026904879632638767","0.000026904879632638767"
"3947","","","","0.00002602210770419333","0.00002602210770419333","0.00002602210770419333"
"3948","","","","0.00002611470699775964","0.00002611470699775964","0.00002611470699775964"
"3950","","","","0.00002607545866339933","0.00002607545866339933","0.00002607545866339933"
"3951","0.000025442410333198495","0.000025442410333198495","0.000025442410333198495","0.000024674955056980252","0.000024674955056980252","0.000024674955056980252"
"3952","0.000031686024158261716","0.000031686024158261716","0.000031686024158261716","0.00002474927532603033","0.00002474927532603033","0.00002474927532603033"
"3954","0.00002507112003513612","0.00002507112003513612","0.00002507112003513612","0.000024187062081182376","0.000024187062081182376","0.000024187062081182376"
"3955","0.000029644732421729714","0.000029644732421729714","0.000029644732421729714","0.000025445713617955334","0.000025445713617955334","0.000025445713617955334"
"3956","","","","0.000024156917788786814","0.000024156917788786814","0.000024156917788786814"
"3958","0.000031673167541157454","0.000031673167541157454","0.000031673167541157454","0.000024243952793767676","0.000024243952793767676","0.000024243952793767676"
"3959","0.00002672982373042032","0.00002672982373042032","0.00002672982373042032","0.00002389299334026873","0.00002389299334026873","0.00002389299334026873"
"3960","","","","0.00002257148480566684","0.00002257148480566684","0.00002257148480566684"
"3961","0.000032990901672746986","0.000032990901672746986","0.000032990901672746986","0.000023021100787445903","0.000023021100787445903","0.000023021100787445903"
"3962","0.000030048446205910295","0.000030048446205910295","0.000030048446205910295","0.00002181908712373115","0.00002181908712373115","0.00002181908712373115"
"3964","0.00004287275078240782","0.00004287275078240782","0.00004287275078240782","0.000022590811568079516","0.000022590811568079516","0.000022590811568079516"
"3965","0.00003813041257672012","0.00003813041257672012","0.00003813041257672012","0.00002038965976680629","0.00002038965976680629","0.00002038965976680629"
"3966","0.000053452175052370876","0.000053452175052370876","0.000053452175052370876","0.00002054167453025002","0.00002054167453025002","0.00002054167453025002"
"3968","0.000027167621738044545","0.000027167621738044545","0.000027167621738044545","0.000023586602765135467","0.000023586602765135467","0.000023586602765135467"
"3969","0.000026564890504232608","0.000026564890504232608","0.000026564890504232608","0.000031653704354539514","0.000031653704354539514","0.000031653704354539514"
"3970","0.000023249484002008103","0.000023249484002008103","0.000023249484002008103","","",""
"3971","","","","0.00004288322452339344","0.00004288322452339344","0.00004288322452339344"
"3972","0.000024797760488581844","0.000024797760488581844","0.000024797760488581844","","",""
"3973","0.00002096347088809125","0.00002096347088809125","0.00002096347088809125","","",""
"3974","0.000021675845346180722","0.000021675845346180722","0.000021675845346180722","","",""
"3975","0.000023709722881903872","0.000023709722881903872","0.000023709722881903872","","",""
"3976","0.00002080688500427641","0.00002080688500427641","0.00002080688500427641","","",""
"3978","0.000023572334612254053","0.000023572334612254053","0.000023572334612254053","","",""
"3979","0.000022087921024649404","0.000022087921024649404","0.000022087921024649404","","",""
"3980","0.00002437562397972215","0.00002437562397972215","0.00002437562397972215","","",""
"3982","0.000021350984752643853","0.000021350984752643853","0.000021350984752643853","","",""
"3983","0.000026005931431427598","0.000026005931431427598","0.000026005931431427598","","",""
"3985","0.000024250632122857496","0.000024250632122857496","0.000024250632122857496","","",""
"3986","0.00003008376370416954","0.00003008376370416954","0.00003008376370416954","","",""
"3987","0.000027909471100429073","0.000027909471100429073","0.000027909471100429073","","",""
"4944","0.00006927248614374548","0.00006927248614374548","0.00006927248614374548","","",""
"4945","0.00004878191975876689","0.00004878191975876689","0.00004878191975876689","","",""
"4946","0.0000295692134386627","0.0000295692134386627","0.0000295692134386627","","",""
"4947","0.00002073578980343882","0.00002073578980343882","0.00002073578980343882","","",""
"4949","0.000024074619432212785","0.000024074619432212785","0.000024074619432212785","","",""
"4954","0.00002613619108160492","0.00002613619108160492","0.00002613619108160492","","",""
"4956","0.000020807487089768983","0.000020807487089768983","0.000020807487089768983","","",""
"4957","0.00002669660170795396","0.00002669660170795396","0.00002669660170795396","","",""
"4959","0.0000229797515203245","0.0000229797515203245","0.0000229797515203245","","",""
"4961","0.000029309054298209958","0.000029309054298209958","0.000029309054298209958","","",""
"4964","0.000038164806028362364","0.000038164806028362364","0.000038164806028362364","","",""
"4965","0.00004848224125453271","0.00004848224125453271","0.00004848224125453271","","",""
"4966","0.000024678784029674716","0.000024678784029674716","0.000024678784029674716","","",""
"4967","0.00002054824108199682","0.00002054824108199682","0.00002054824108199682","","",""
"4968","0.000022926869860384613","0.000022926869860384613","0.000022926869860384613","","",""
"4969","0.000019393508409848437","0.000019393508409848437","0.000019393508409848437","","",""
"4973","0.000017859929357655346","0.000017859929357655346","0.000017859929357655346","","",""
"4974","0.000019835530110867694","0.000019835530110867694","0.000019835530110867694","","",""
"4981","0.000021112908143550158","0.000021112908143550158","0.000021112908143550158","","",""
"4983","0.000022472873752121814","0.000022472873752121814","0.000022472873752121814","","",""
"4985","0.000027571975806495175","0.000027571975806495175","0.000027571975806495175","","",""
"5877","","","","0.0000051528722906368785","0.0000051528722906368785","0.0000051528722906368785"
"5878","","","","0.000004018861091026338","0.000004018861091026338","0.000004018861091026338"
"5879","","","","0.000003765629344343324","0.000003765629344343324","0.000003765629344343324"
"5880","","","","0.0000026209875159111107","0.0000026209875159111107","0.0000026209875159111107"
"5881","","","","0.000002705240149225574","0.000002705240149225574","0.000002705240149225574"
"5882","","","","0.0000026373959371994715","0.0000026373959371994715","0.0000026373959371994715"
"5884","","","","0.000002817320364556508","0.000002817320364556508","0.000002817320364556508"
"5889","","","","0.0000020983993636036757","0.0000020983993636036757","0.0000020983993636036757"
"5891","","","","0.000002314327275598771","0.000002314327275598771","0.000002314327275598771"
"5892","","","","0.0000022558081127499463","0.0000022558081127499463","0.0000022558081127499463"
"5894","","","","0.0000021400539935712004","0.0000021400539935712004","0.0000021400539935712004"
"5896","","","","0.0000024292276066262275","0.0000024292276066262275","0.0000024292276066262275"
"5899","","","","0.0000025069923594855936","0.0000025069923594855936","0.0000025069923594855936"
"5900","","","","0.000002201634060838842","0.000002201634060838842","0.000002201634060838842"
"5901","","","","0.0000025707938675623154","0.0000025707938675623154","0.0000025707938675623154"
"5902","","","","0.0000024493538148817606","0.0000024493538148817606","0.0000024493538148817606"
"5903","","","","0.0000022702856767864432","0.0000022702856767864432","0.0000022702856767864432"
"5904","","","","0.0000027795338155556237","0.0000027795338155556237","0.0000027795338155556237"
"5908","","","","0.0000024948737973318202","0.0000024948737973318202","0.0000024948737973318202"
"5909","","","","0.000002890149517043028","0.000002890149517043028","0.000002890149517043028"
"5916","","","","0.000004808908670383971","0.000004808908670383971","0.000004808908670383971"
"5918","","","","0.000004285145678295521","0.000004285145678295521","0.000004285145678295521"
"5920","","","","0.000010784341611724813","0.000010784341611724813","0.000010784341611724813"
"5927","","","","0.00000223451843339717","0.00000223451843339717","0.00000223451843339717"
"5928","","","","0.000002219960151705891","0.000002219960151705891","0.000002219960151705891"
"5929","","","","0.000002337822706977022","0.000002337822706977022","0.000002337822706977022"
"5930","","","","0.0000018838479718397139","0.0000018838479718397139","0.0000018838479718397139"
"5931","","","","0.0000019805499960057205","0.0000019805499960057205","0.0000019805499960057205"
"5932","","","","0.0000020256920834071934","0.0000020256920834071934","0.0000020256920834071934"
"5933","","","","0.0000016120858390422654","0.0000016120858390422654","0.0000016120858390422654"
"5934","","","","0.0000019791145859926473","0.0000019791145859926473","0.0000019791145859926473"
"5936","","","","0.0000015822524801478721","0.0000015822524801478721","0.0000015822524801478721"
"5937","","","","0.0000018114121758117108","0.0000018114121758117108","0.0000018114121758117108"
"5938","","","","0.000001649439809625619","0.000001649439809625619","0.000001649439809625619"
"5940","","","","0.0000018688613181438996","0.0000018688613181438996","0.0000018688613181438996"
"5941","","","","0.0000015804394024598878","0.0000015804394024598878","0.0000015804394024598878"
"5942","","","","0.0000016007328440537094","0.0000016007328440537094","0.0000016007328440537094"
"5944","","","","0.00000146163461067772","0.00000146163461067772","0.00000146163461067772"
"5945","","","","0.0000017644271110839327","0.0000017644271110839327","0.0000017644271110839327"
"5947","","","","0.0000014381446362676797","0.0000014381446362676797","0.0000014381446362676797"
"5949","0.00002401882375124842","0.00002401882375124842","0.00002401882375124842","","",""
"5950","0.000030340692319441587","0.000030340692319441587","0.000030340692319441587","0.0000015497516869800165","0.0000015497516869800165","0.0000015497516869800165"
"5951","0.000028622842364711687","0.000028622842364711687","0.000028622842364711687","0.0000018323831909583532","0.0000018323831909583532","0.0000018323831909583532"
"5952","0.00002646407301654108","0.00002646407301654108","0.00002646407301654108","","",""
"5953","0.000031221905373968184","0.000031221905373968184","0.000031221905373968184","0.0000016902872630453203","0.0000016902872630453203","0.0000016902872630453203"
"5954","0.00002999236312462017","0.00002999236312462017","0.00002999236312462017","0.0000020022796434204793","0.0000020022796434204793","0.0000020022796434204793"
"5955","0.00002654371564858593","0.00002654371564858593","0.00002654371564858593","","",""
"5956","","","","0.0000017111508441303158","0.0000017111508441303158","0.0000017111508441303158"
"5957","0.000026930400053970516","0.000026930400053970516","0.000026930400053970516","","",""
"5958","0.000027013258659280837","0.000027013258659280837","0.000027013258659280837","","",""
"5959","0.000030463454095297493","0.000030463454095297493","0.000030463454095297493","0.000003945009211747674","0.000003945009211747674","0.000003945009211747674"
"5960","","","","0.00001213957330037374","0.00001213957330037374","0.00001213957330037374"
"5961","0.00003228599962312728","0.00003228599962312728","0.00003228599962312728","0.000007982306669873651","0.000007982306669873651","0.000007982306669873651"
"5962","0.00003167395698255859","0.00003167395698255859","0.00003167395698255859","","",""
"5963","0.000028050359105691314","0.000028050359105691314","0.000028050359105691314","","",""
"5965","0.00003142391869914718","0.00003142391869914718","0.00003142391869914718","","",""
"5966","0.000030439387046499178","0.000030439387046499178","0.000030439387046499178","","",""
"5968","0.000028722213755827397","0.000028722213755827397","0.000028722213755827397","","",""
"5971","0.000027089294235338457","0.000027089294235338457","0.000027089294235338457","","",""
"5972","0.000028285418011364527","0.000028285418011364527","0.000028285418011364527","","",""
"5974","0.000026055608032038435","0.000026055608032038435","0.000026055608032038435","","",""
"5975","0.000031892574043013155","0.000031892574043013155","0.000031892574043013155","","",""
"5977","0.000026675197659642436","0.000026675197659642436","0.000026675197659642436","","",""
"5980","0.000026380213967058808","0.000026380213967058808","0.000026380213967058808","","",""
"5981","0.000032978394301608205","0.000032978394301608205","0.000032978394301608205","","",""
"5982","0.000030487510230159387","0.000030487510230159387","0.000030487510230159387","","",""
"5983","0.000027505786420078948","0.000027505786420078948","0.000027505786420078948","","",""
"5984","0.000025622592147556134","0.000025622592147556134","0.000025622592147556134","","",""
"6942","0.00004941799124935642","0.00004941799124935642","0.00004941799124935642","","",""
"6944","0.000022774998797103763","0.000022774998797103763","0.000022774998797103763","","",""
"6949","0.00001264025104319444","0.00001264025104319444","0.00001264025104319444","","",""
"6951","0.000010251893399981782","0.000010251893399981782","0.000010251893399981782","","",""
"6953","0.000010254022527078632","0.000010254022527078632","0.000010254022527078632","","",""
"6956","0.000011013557923433837","0.000011013557923433837","0.000011013557923433837","","",""
"6957","0.000011643418474704958","0.000011643418474704958","0.000011643418474704958","","",""
"6959","0.000013999537259223871","0.000013999537259223871","0.000013999537259223871","","",""
"6960","0.00001750213596096728","0.00001750213596096728","0.00001750213596096728","","",""
"6961","0.00001921097282320261","0.00001921097282320261","0.00001921097282320261","","",""
"6963","0.00002964848135889042","0.00002964848135889042","0.00002964848135889042","","",""
"6964","0.000015818401152500883","0.000015818401152500883","0.000015818401152500883","","",""
"6967","0.000012792287634511013","0.000012792287634511013","0.000012792287634511013","","",""
"6970","0.000008947038622864056","0.000008947038622864056","0.000008947038622864056","","",""
"6971","0.000009782385859580245","0.000009782385859580245","0.000009782385859580245","","",""
"6973","0.000010158912118640728","0.000010158912118640728","0.000010158912118640728","","",""
"6974","0.00001330032591795316","0.00001330032591795316","0.00001330032591795316","","",""
"6975","0.000011968027138209436","0.000011968027138209436","0.000011968027138209436","","",""
"6977","0.000011041388461308088","0.000011041388461308088","0.000011041388461308088","","",""
"6978","0.000009327797670266591","0.000009327797670266591","0.000009327797670266591","","",""
"6984","0.00001216765940625919","0.00001216765940625919","0.00001216765940625919","","",""
"7867","","","","0.000006645509529334959","0.000006645509529334959","0.000006645509529334959"
"7868","","","","0.000005872273050044896","0.000005872273050044896","0.000005872273050044896"
"7870","","","","0.000005193470769881969","0.000005193470769881969","0.000005193470769881969"
"7872","","","","0.000005851635251019616","0.000005851635251019616","0.000005851635251019616"
"7877","","","","0.000006370493338181404","0.000006370493338181404","0.000006370493338181404"
"7879","","","","0.000006001007022859994","0.000006001007022859994","0.000006001007022859994"
"7881","","","","0.000006009224307490513","0.000006009224307490513","0.000006009224307490513"
"7884","","","","0.000005884300662728492","0.000005884300662728492","0.000005884300662728492"
"7885","","","","0.0000067304390540812165","0.0000067304390540812165","0.0000067304390540812165"
"7887","","","","0.0000059829185374837834","0.0000059829185374837834","0.0000059829185374837834"
"7888","","","","0.000006566982847289182","0.000006566982847289182","0.000006566982847289182"
"7889","","","","0.00000660041314404225","0.00000660041314404225","0.00000660041314404225"
"7891","","","","0.000006464664238592377","0.000006464664238592377","0.000006464664238592377"
"7892","","","","0.000006268197466852143","0.000006268197466852143","0.000006268197466852143"
"7895","","","","0.000006085444965719944","0.000006085444965719944","0.000006085444965719944"
"7898","","","","0.0000060928359744139016","0.0000060928359744139016","0.0000060928359744139016"
"7899","","","","0.000006717330052197212","0.000006717330052197212","0.000006717330052197212"
"7901","","","","0.00000625169786871993","0.00000625169786871993","0.00000625169786871993"
"7902","","","","0.000006669629328825977","0.000006669629328825977","0.000006669629328825977"
"7903","","","","0.000006401785867637955","0.000006401785867637955","0.000006401785867637955"
